Sentiment,News Headline,clean_text,sentiment_encoded
positive,Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,business boomed ostrom helped plant small story rapala lure life magazine issue featured marilyn monroe cover,2
positive,Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,finnish oko bank signed cooperation agreement raiffeisen concerning finnish company investment russia,2
positive,Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .,paper maker stora enso oyj said friday acquitted charge participated paper pricefixing conspiracy united state,2
positive,"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",cooper sh uk distributor lift equipment manufacturer konecranes fiveyear deal involves low maintenance fuel saving technology,2
positive,Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .,metsaliitto said book minor gain less eur transaction,2
positive,"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .",negotiation carried constructive manner party tried find solution situation,2
positive,This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,much better process using virgin paper requires less transportation wood pulp place like finland canada,2
positive,"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",reporting period biotie north american licensing partner somaxon pharmaceutical announced positive result nalmefene pilot phase clinical trial smoking cessation,2
positive,"`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia .",indorussia trade cross targeted billion dollar double billion dollar trade irritant procedural hassle resolved chamber said survey obstacle trade russia,2
positive,"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",significant milestone benefon helping u secure critical usp personal navigation product roadmap beyond commented simon button chief technology officer benefon,2
